Series,Year,calendar year,S&P 500 (includes dividends),US Small cap (bottom decile),3-month T.Bill,US T. Bond (10-year),Baa Corporate Bond,Real Estate,Gold*,inflation,SP500 Dividend Yield,Bitcoin*,International Stocks,Emerging Markets,NASDAQ 100,Ethereum,XRP,SOL
48,2,2018,-0.0423,-0.1626,0.0194,-0.0002,-0.0327,0.0452,-0.0093,0.0191,0.0214,0.4186,-0.1336,-0.1425,-0.0104,0.1404,0.16,0.4616
48,3,2019,0.3121,0.1227,0.0206,0.0964,0.1525,0.0369,0.1908,0.0229,0.0182,0.5031,0.2266,0.1888,0.3796,0.2256,0.0979,0.5574
48,4,2020,0.1802,0.3473,0.0035,0.1133,0.106,0.1043,0.2417,0.0136,0.0151,0.4992,0.0828,0.1869,0.4758,0.2898,0.0691,0.5478
48,5,2021,0.2847,0.2169,0.0005,-0.0442,0.0093,0.1886,-0.0375,0.0704,0.0124,0.4583,0.1178,-0.0222,0.2663,0.323,0.0528,0.4974
48,6,2022,-0.1804,-0.2338,0.0202,-0.1783,-0.1514,0.0565,0.0055,0.0645,0.0178,0.4101,-0.1401,-0.1974,-0.3297,0.3304,0.0424,0.4411
48,7,2023,0.2606,0.0517,0.0507,0.0388,0.0874,0.0568,0.1326,0.0335,0.0147,0.3653,0.1885,0.1027,0.5381,0.3218,0.0353,0.3903
48,8,2024,0.2488,0.1237,0.0497,-0.0164,0.0174,0.0424,0.2596,0.0275,0.0127,0.3266,0.0435,0.0805,0.2488,0.3054,0.03,0.3472
48,9,2025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.294,0.0,0.0,0.0,0.2862,0.0261,0.3113
48,10,2026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2665,0.0,0.0,0.0,0.2668,0.023,0.2814
49,1,2018,-0.0423,-0.1626,0.0194,-0.0002,-0.0327,0.0452,-0.0093,0.0191,0.0214,0.2306,-0.1336,-0.1425,-0.0104,0.0599,0.3766,0.2444
49,2,2019,0.3121,0.1227,0.0206,0.0964,0.1525,0.0369,0.1908,0.0229,0.0182,0.4186,0.2266,0.1888,0.3796,0.1404,0.16,0.4616
49,3,2020,0.1802,0.3473,0.0035,0.1133,0.106,0.1043,0.2417,0.0136,0.0151,0.5031,0.0828,0.1869,0.4758,0.2256,0.0979,0.5574
49,4,2021,0.2847,0.2169,0.0005,-0.0442,0.0093,0.1886,-0.0375,0.0704,0.0124,0.4992,0.1178,-0.0222,0.2663,0.2898,0.0691,0.5478
49,5,2022,-0.1804,-0.2338,0.0202,-0.1783,-0.1514,0.0565,0.0055,0.0645,0.0178,0.4583,-0.1401,-0.1974,-0.3297,0.323,0.0528,0.4974
49,6,2023,0.2606,0.0517,0.0507,0.0388,0.0874,0.0568,0.1326,0.0335,0.0147,0.4101,0.1885,0.1027,0.5381,0.3304,0.0424,0.4411
49,7,2024,0.2488,0.1237,0.0497,-0.0164,0.0174,0.0424,0.2596,0.0275,0.0127,0.3653,0.0435,0.0805,0.2488,0.3218,0.0353,0.3903
49,8,2025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3266,0.0,0.0,0.0,0.3054,0.03,0.3472
49,9,2026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.294,0.0,0.0,0.0,0.2862,0.0261,0.3113
49,10,2027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2665,0.0,0.0,0.0,0.2668,0.023,0.2814
50,1,2019,0.3121,0.1227,0.0206,0.0964,0.1525,0.0369,0.1908,0.0229,0.0182,0.2306,0.2266,0.1888,0.3796,0.0599,0.3766,0.2444
50,2,2020,0.1802,0.3473,0.0035,0.1133,0.106,0.1043,0.2417,0.0136,0.0151,0.4186,0.0828,0.1869,0.4758,0.1404,0.16,0.4616
50,3,2021,0.2847,0.2169,0.0005,-0.0442,0.0093,0.1886,-0.0375,0.0704,0.0124,0.5031,0.1178,-0.0222,0.2663,0.2256,0.0979,0.5574
50,4,2022,-0.1804,-0.2338,0.0202,-0.1783,-0.1514,0.0565,0.0055,0.0645,0.0178,0.4992,-0.1401,-0.1974,-0.3297,0.2898,0.0691,0.5478
50,5,2023,0.2606,0.0517,0.0507,0.0388,0.0874,0.0568,0.1326,0.0335,0.0147,0.4583,0.1885,0.1027,0.5381,0.323,0.0528,0.4974
50,6,2024,0.2488,0.1237,0.0497,-0.0164,0.0174,0.0424,0.2596,0.0275,0.0127,0.4101,0.0435,0.0805,0.2488,0.3304,0.0424,0.4411
50,7,2025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3653,0.0,0.0,0.0,0.3218,0.0353,0.3903
50,8,2026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3266,0.0,0.0,0.0,0.3054,0.03,0.3472
50,9,2027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.294,0.0,0.0,0.0,0.2862,0.0261,0.3113
50,10,2028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2665,0.0,0.0,0.0,0.2668,0.023,0.2814
